date,exchange,beginning_outstanding,fresh_exposure,exposure_liquidated,end_outstanding,securities_count,amount_financed,exposure_taken
2017-06-22,NSE,10130.38,,,10075.32,1099,,
2017-06-23,NSE,10075.32,,,10099.37,1099,,
2017-06-27,NSE,10099.37,1529.74,,10887.21,1101,,
2017-06-28,NSE,10887.21,,,10990.2,1100,,
2017-06-29,NSE,10990.2,,,11113.05,1100,,
2017-06-30,NSE,11113.05,,,11120.71,1100,,
2017-07-03,NSE,11120.71,,,11095.0,1105,,
2017-07-04,NSE,11095.0,,,11018.97,1103,,
2017-07-05,NSE,11018.97,,,10913.61,1130,,
2017-07-06,NSE,10913.61,,,10842.16,1114,,
2017-07-07,NSE,10842.16,,,10847.81,1108,,
2017-07-10,NSE,10847.81,,,11182.25,1107,,
2017-07-11,NSE,11182.25,,,10897.51,1110,,
2017-07-12,NSE,10897.51,,,10391.26,1109,,
2017-07-13,NSE,10385.76,,,10525.03,1113,,
2017-07-14,NSE,10525.03,,1171.34,9775.68,1112,,
2017-07-17,NSE,9775.68,,,9674.75,1107,,
2017-07-18,NSE,9674.75,,,9706.75,1105,,
2017-07-19,NSE,9706.75,,,9947.41,1097,,
2017-07-20,NSE,9947.41,,,10223.59,1102,,
2017-07-21,NSE,10223.59,,,9899.03,1106,,
2017-07-24,NSE,9899.03,,,9710.1,1104,,
2017-07-25,NSE,9710.1,,,9699.13,1105,,
2017-07-26,NSE,9699.13,,,9775.03,1108,,
2017-07-27,NSE,9775.22,,,9815.08,1107,,
2017-07-28,NSE,9814.78,,,9985.56,1105,,
2017-07-31,NSE,9985.07,,,10204.62,1105,,
2017-08-01,NSE,10204.62,,,10545.93,1108,,
2017-08-02,NSE,10545.93,1261.06,,11091.38,1106,,
2017-08-03,NSE,11090.18,2302.32,1047.45,12345.05,1108,,
2017-08-04,NSE,12345.05,3586.08,1619.25,14311.88,1118,,
2017-08-09,NSE,18092.85,129167.16,8444.35,138815.66,1274,,
2017-08-11,NSE,22488.38,95649.67,11546.72,106591.33,1268,,
2017-08-14,NSE,106591.33,44766.98,12202.01,139156.3,1282,,
2017-08-16,NSE,95982.17,5975.51,6858.6,95099.08,1264,,
2017-08-17,NSE,138273.21,13522.06,7131.51,144663.75,1281,,
2017-08-18,NSE,110569.05,10803.62,6539.84,114832.83,1272,,
2017-08-21,NSE,114525.05,11515.18,12778.43,113261.8,1268,,
2017-08-22,NSE,113261.8,17281.18,6837.54,123705.44,1306,,
2017-08-23,NSE,123705.29,8161.58,9414.5,122452.36,1309,,
2017-08-24,NSE,122452.36,9251.43,30160.06,101543.73,1307,,
2017-08-28,NSE,135638.43,17725.58,16626.74,136737.28,1307,,
2017-08-29,NSE,136737.28,13252.97,9080.02,140910.22,1301,,
2017-08-30,NSE,105138.4,10000.28,11394.69,103744.0,1286,,
2017-08-31,NSE,139562.9,14243.78,12262.15,141544.54,1297,,
2017-09-01,NSE,141113.34,17629.37,14435.07,144307.65,1303,,
2017-09-04,NSE,144738.84,16591.53,12346.06,148984.31,1301,,
2017-09-05,NSE,148966.52,14011.37,21064.38,141913.51,1306,,
2017-09-06,NSE,106326.25,14649.02,10534.81,110440.46,1292,,
2017-09-07,NSE,146045.51,18662.58,15741.42,148966.67,1302,,
2017-09-08,NSE,148966.67,17666.71,17395.39,149237.98,1301,,
2017-09-11,NSE,149227.26,16459.18,16587.78,149098.66,1303,,
2017-09-12,NSE,149109.39,17268.14,17569.14,148808.39,1301,,
2017-09-13,NSE,149116.17,20934.41,15819.23,154231.35,1302,,
2017-09-14,NSE,154231.35,15715.1,14405.42,155541.03,1301,,
2017-09-15,NSE,155541.03,15722.42,14506.69,156756.76,1301,,
2017-09-18,NSE,156756.76,18659.65,16051.45,159364.96,1299,,
2017-09-19,NSE,159364.96,20719.58,16502.54,163582.0,1297,,
2017-09-20,NSE,160848.36,22508.14,15802.42,167554.08,1296,,
2017-09-21,NSE,170287.71,18417.79,14387.32,174318.19,1296,,
2017-09-22,NSE,174318.19,21717.25,15246.77,180788.66,1295,,
2017-09-25,NSE,180788.66,12437.46,14461.5,178764.62,1296,,
2017-09-26,NSE,178764.62,13850.55,11296.85,181318.32,1294,,
2017-09-27,NSE,181318.32,15778.81,17223.12,179874.0,1295,,
2017-09-28,NSE,175668.76,12930.38,11683.45,176915.69,1294,,
2017-09-29,NSE,181033.69,11663.03,10258.75,182437.97,1296,,
2017-10-03,NSE,182437.97,12076.29,14061.38,180452.88,1302,,
2017-10-04,NSE,180540.12,12634.44,12796.43,180378.13,1306,,
2017-10-05,NSE,180378.13,16747.07,13118.82,184006.38,1313,,
2017-10-06,NSE,184006.38,27958.17,26422.03,185542.53,1311,,
2017-10-09,NSE,185542.53,20117.84,15494.71,190165.66,1313,,
2017-10-10,NSE,190165.66,19697.82,17623.52,192239.97,1316,,
2017-10-11,NSE,192165.48,24864.95,18000.16,199030.27,1313,,
2017-10-12,NSE,199030.27,19058.67,20837.05,197251.89,1311,,
2017-10-13,NSE,157478.51,19961.3,14715.19,162724.62,1308,,
2017-10-16,NSE,202498.0,23254.68,21488.74,204263.95,1314,,
2017-10-17,NSE,204263.95,20010.88,17935.23,206339.59,1317,,
2017-10-19,NSE,206743.49,22297.81,15308.95,213732.35,1317,,
2017-10-23,NSE,213732.35,17245.43,14719.59,216258.18,1317,,
2017-10-24,NSE,216258.18,22125.94,22024.14,216359.97,1317,,
2017-10-25,NSE,216359.97,28919.18,28680.8,216598.36,1314,,
2017-10-26,NSE,216598.36,29476.26,24516.88,221557.74,1315,,
2017-10-27,NSE,221557.74,26542.73,23763.44,224337.03,1314,,
2017-10-30,NSE,224337.03,26678.58,36021.11,214994.49,1315,,
2017-10-31,NSE,189474.51,23384.03,19865.98,192992.55,1291,,
2017-11-01,NSE,192992.55,25911.35,22681.81,196222.1,1294,,
2017-11-02,NSE,196222.1,24351.07,20066.64,200506.53,1293,,
2017-11-03,NSE,226026.52,46273.91,33980.07,238320.36,1319,,
2017-11-06,NSE,238320.36,28252.25,21918.84,244653.77,1317,,
2017-11-07,NSE,244653.77,33618.55,22978.91,255293.4,1318,,
2017-11-08,NSE,255293.4,24341.39,19259.44,260375.36,1316,,
2017-11-09,NSE,260375.36,25879.75,24084.46,262170.65,1315,,
2017-11-10,NSE,262170.65,27512.45,22786.98,266896.12,1315,,
2017-11-13,NSE,266896.12,27187.19,18441.73,275641.58,1318,,
2017-11-14,NSE,275641.58,22662.48,17999.55,280304.51,1319,,
2017-11-15,NSE,280304.51,19961.03,18661.85,281603.69,1331,,
2017-11-16,NSE,281603.69,18214.06,20832.9,278984.85,1331,,
2017-11-17,NSE,278984.85,25334.25,23415.15,280903.96,1333,,
2017-11-20,NSE,280903.96,20709.95,19607.87,282006.04,1336,,
2017-11-21,NSE,282006.04,26143.38,20126.57,288022.84,1337,,
2017-11-22,NSE,288022.84,22245.7,18591.76,291676.78,1337,,
2017-11-23,NSE,291676.78,24722.17,21952.58,294446.37,1341,,
2017-11-24,NSE,294446.37,22736.98,21219.0,295964.35,1343,,
2017-11-27,NSE,242184.88,19146.61,17932.45,243399.04,1310,,
2017-11-28,NSE,228311.34,22047.44,18953.87,231404.92,1308,,
2017-11-29,NSE,300272.08,30922.84,29285.62,301909.3,1341,,
2017-11-30,NSE,301909.3,16757.99,9321.34,309345.96,1373,,
2017-12-01,NSE,309231.19,34609.4,24640.28,319200.32,1376,,
2017-12-04,NSE,319200.32,16497.32,16829.22,318868.42,1378,,
2017-12-05,NSE,318868.42,25107.82,25399.91,318576.33,1387,,
2017-12-06,NSE,318576.33,20151.87,17055.2,321672.99,1394,,
2017-12-07,NSE,321672.99,41572.09,37011.16,326233.92,1410,,
2017-12-08,NSE,326233.92,27195.16,31221.36,322207.72,1410,,
2017-12-11,NSE,322207.72,26241.27,19430.32,329018.67,1431,,
2017-12-12,NSE,329018.67,23732.65,17945.12,334806.2,1434,,
2017-12-13,NSE,334806.2,22747.44,18770.98,338782.66,1432,,
2017-12-14,NSE,338782.66,17190.88,19532.98,336440.55,1410,,
2017-12-15,NSE,336440.55,22361.64,23915.35,334886.84,1413,,
2017-12-18,NSE,334744.81,23635.42,24539.7,333840.53,1416,,
2017-12-19,NSE,333982.57,23468.74,25340.17,332111.13,1415,,
2017-12-20,NSE,331063.56,32161.99,29784.3,333441.25,1414,,
2017-12-21,NSE,334488.82,28733.41,25679.74,337542.49,1410,,
2017-12-22,NSE,337542.49,30814.79,31735.83,336621.46,1413,,
2017-12-26,NSE,336621.46,27634.2,26226.1,338029.55,1414,,
2017-12-27,NSE,338029.55,33600.73,26812.7,344817.58,1412,,
2017-12-28,NSE,344817.58,28397.84,26170.94,347044.48,1398,,
2017-12-29,NSE,347044.48,32512.71,33470.37,346086.82,1407,,
2018-01-01,NSE,346086.82,28256.39,26077.1,348266.1,1407,,
2018-01-02,NSE,348266.1,31267.61,23950.48,355583.24,1413,,
2018-01-03,NSE,344043.45,27361.06,25643.83,345760.68,1412,,
2018-01-04,NSE,357300.47,35973.47,33519.49,359754.45,1414,,
2018-01-05,NSE,359754.45,37589.27,35376.12,361967.59,1421,,
2018-01-08,NSE,361967.59,47075.0,40500.8,368541.8,1418,,
2018-01-09,NSE,368541.8,38874.5,32569.46,374846.84,1424,,
2018-01-10,NSE,374846.84,36809.14,30533.76,381122.22,1414,,
2018-01-11,NSE,381122.22,34256.24,31442.95,383935.51,1421,,
2018-01-12,NSE,383935.51,38591.57,33103.26,389423.82,1423,,
2018-01-15,NSE,389423.82,34099.41,29412.18,394111.05,1425,,
2018-01-16,NSE,394111.05,43496.13,31171.45,406435.73,1429,,
2018-01-17,NSE,406435.73,26554.11,29125.94,403863.91,1431,,
2018-01-18,NSE,403863.91,38789.9,32335.18,410318.63,1437,,
2018-01-19,NSE,410318.63,22316.08,28371.51,404263.2,1438,,
2018-01-22,NSE,404263.2,23997.76,27344.13,400916.84,1441,,
2018-01-23,NSE,400916.84,41790.61,31622.12,411085.33,1438,,
2018-01-24,NSE,411085.33,34601.18,25577.91,420108.6,1441,,
2018-01-25,NSE,420108.6,32782.07,25585.71,427304.96,1442,,
2018-01-29,NSE,427304.96,29069.61,25757.39,430617.17,1436,,
2018-01-30,NSE,430617.17,22929.03,24666.59,428879.61,1439,,
2018-01-31,NSE,428879.61,24340.92,25624.3,427596.23,1440,,
2018-02-01,NSE,427596.23,24925.03,32217.69,420303.57,1446,,
2018-02-02,NSE,420303.57,30362.3,32196.15,418469.72,1454,,
2018-02-05,NSE,418469.72,18307.59,31655.34,405121.97,1453,,
2018-02-06,NSE,405121.97,20029.25,31814.38,393336.84,1454,,
2018-02-07,NSE,393336.84,23715.89,22073.4,394979.33,1460,,
2018-02-08,NSE,394979.33,23475.72,26884.61,391570.44,1464,,
2018-02-09,NSE,391570.44,25148.92,22932.94,393786.42,1467,,
2018-02-12,NSE,393786.42,26483.89,24893.54,395376.77,1464,,
2018-02-14,NSE,395376.77,34519.5,24300.57,405595.7,1464,,
2018-02-15,NSE,405595.7,23407.73,21894.94,407108.49,1463,,
2018-02-16,NSE,407108.49,22926.97,20003.95,410031.51,1461,,
2018-02-19,NSE,410030.63,22037.25,16927.53,415140.36,1454,,
2018-02-20,NSE,415140.36,17280.58,15998.09,416422.85,1459,,
2018-02-21,NSE,416422.85,17304.82,22503.75,411223.92,1460,,
2018-02-22,NSE,411223.92,19128.58,17040.77,413311.74,1462,,
2018-02-23,NSE,413311.74,39134.44,25492.66,426953.52,1463,,
2018-02-26,NSE,426953.52,23188.2,22732.26,427409.46,1465,,
2018-02-27,NSE,427409.46,12311.44,11612.2,428108.71,1465,,
2018-02-28,NSE,428108.71,32776.05,25666.76,435217.99,1467,,
2018-03-01,NSE,435217.99,21770.17,19729.01,437259.15,1468,,
2018-03-05,NSE,437259.15,20756.88,16871.36,441144.67,1464,,
2018-03-06,NSE,441144.67,24258.0,18986.9,446415.77,1466,,
2018-03-07,NSE,446415.77,21870.38,27659.82,440626.33,1468,,
2018-03-08,NSE,440626.33,17500.09,24203.82,433922.61,1468,,
2018-03-09,NSE,433922.61,16422.01,20143.15,430201.47,1463,,
2018-03-12,NSE,430201.47,17758.0,25869.44,422090.03,1463,,
2018-03-13,NSE,421840.29,24698.73,22241.85,424297.17,1460,,
2018-03-14,NSE,424546.91,20749.92,18522.72,426774.11,1461,,
2018-03-15,NSE,426774.11,26599.0,25086.01,428287.1,1464,,
2018-03-16,NSE,428287.1,27107.53,21855.75,433538.87,1460,,
2018-03-19,NSE,433538.87,19765.9,18405.89,434898.88,1461,,
2018-03-20,NSE,434898.88,15408.62,20130.76,430176.74,1462,,
2018-03-21,NSE,430176.74,16871.66,18332.38,428716.02,1463,,
2018-03-22,NSE,428716.02,18560.6,18131.42,429145.2,1457,,
2018-03-23,NSE,429145.2,19020.57,21374.3,426791.46,1461,,
2018-03-26,NSE,426791.46,16240.9,24656.92,418375.43,1454,,
2018-03-27,NSE,418375.43,17696.17,25212.43,410859.17,1457,,
2018-03-28,NSE,410859.17,25704.22,22884.89,413678.5,1428,,
2018-04-02,NSE,413678.5,17277.69,22043.41,408912.78,1430,,
2018-04-03,NSE,408912.78,22605.16,25097.25,406420.69,1426,,
2018-04-04,NSE,406420.69,32906.45,27106.07,412221.07,1444,,
2018-04-05,NSE,412221.07,20474.43,26708.46,405987.04,1447,,
2018-04-06,NSE,405987.04,22142.44,22571.6,405557.89,1443,,
2018-04-09,NSE,405557.89,23728.06,18242.9,411043.04,1444,,
2018-04-10,NSE,411043.04,23523.06,20356.72,414209.38,1445,,
2018-04-11,NSE,414209.38,24905.59,20643.02,418471.95,1450,,
2018-04-12,NSE,418471.95,24538.66,22942.27,420068.34,1454,,
2018-04-13,NSE,420068.34,24329.27,22377.56,422020.05,1460,,
2018-04-16,NSE,422020.05,21551.75,23178.82,420392.99,1460,,
2018-04-17,NSE,420392.99,27887.03,22417.35,425862.67,1464,,
2018-04-18,NSE,425862.67,26420.78,21696.42,430587.02,1470,,
2018-04-19,NSE,430587.02,26200.84,26190.06,430597.81,1472,,
2018-04-20,NSE,430597.81,26604.08,46373.07,410828.83,1483,,
2018-04-23,NSE,410828.83,33541.88,55226.55,389144.16,1482,,
2018-04-24,NSE,389144.16,33054.83,27152.63,395046.37,1486,,
2018-04-25,NSE,395046.37,31864.17,25956.92,400953.61,1486,,
2018-04-26,NSE,400953.61,27869.67,28562.07,400261.22,1494,,
2018-04-27,NSE,400261.22,24895.09,29209.37,395946.93,1493,,
2018-04-30,NSE,395946.93,32227.77,30330.21,397844.49,1498,,
2018-05-02,NSE,397844.49,31089.8,25646.89,403287.39,1495,,
2018-05-03,NSE,403287.39,28714.93,27145.52,404856.8,1492,,
2018-05-04,NSE,404856.7,25684.59,22658.18,407883.11,1502,,
2018-05-07,NSE,407883.11,23094.47,27490.18,403487.41,1446,,
2018-05-08,NSE,403487.41,28922.84,24153.9,408256.35,1448,,
2018-05-09,NSE,408256.35,26417.11,24823.22,409850.23,1448,,
2018-05-10,NSE,409850.23,32859.43,27008.87,415700.79,1450,,
2018-05-11,NSE,415700.79,22924.58,27118.5,411506.86,1448,,
2018-05-14,NSE,411506.86,21553.88,25134.86,407925.89,1449,,
2018-05-15,NSE,407925.89,26516.36,24411.47,410030.78,1452,,
2018-05-16,NSE,410030.78,24667.87,23973.45,410725.19,1453,,
2018-05-17,NSE,410725.19,22993.86,23340.54,410378.52,1452,,
2018-05-18,NSE,410378.52,26461.33,21378.09,415461.76,1450,,
2018-05-21,NSE,415461.76,21877.51,22848.79,414490.48,1450,,
2018-05-22,NSE,414490.48,18741.74,25193.91,408038.32,1447,,
2018-05-23,NSE,408038.32,24146.99,22586.8,409598.51,1444,,
2018-05-24,NSE,409598.51,20274.58,22696.38,407176.7,1441,,
2018-05-25,NSE,407176.7,21547.12,27317.37,401406.45,1441,,
2018-05-28,NSE,401406.45,26780.69,28551.34,399635.8,1445,,
2018-05-29,NSE,399635.8,30120.22,23917.95,405838.07,1445,,
2018-05-30,NSE,405838.07,23516.27,19381.93,409972.42,1446,,
2018-05-31,NSE,409972.42,28141.08,27138.52,410974.98,1446,,
2018-06-01,NSE,410974.98,22974.03,23117.53,410831.48,1443,,
2018-06-04,NSE,410831.48,19579.0,23778.1,406632.38,1449,,
2018-06-05,NSE,406632.38,19539.89,25462.61,400709.66,1446,,
2018-06-06,NSE,400709.66,13962.08,33442.18,381229.56,1449,,
2018-06-07,NSE,381229.56,19980.77,27618.46,373591.86,1447,,
2018-06-08,NSE,373591.86,21179.75,24610.31,370161.31,1440,,
2018-06-11,NSE,370161.31,22046.68,20219.0,371988.98,1431,,
2018-06-12,NSE,371988.98,21655.26,22144.24,371500.0,1430,,
2018-06-13,NSE,371500.0,26616.93,24730.01,373386.92,1426,,
2018-06-14,NSE,373386.92,21233.65,19740.33,374880.24,1427,,
2018-06-15,NSE,374880.24,27471.54,19966.22,382385.56,1431,,
2018-06-18,NSE,382385.56,20330.87,18315.43,384401.0,1435,,
2018-06-19,NSE,384401.0,22459.63,20671.64,386188.98,1435,,
2018-06-20,NSE,386188.98,18441.78,19511.78,385118.98,1436,,
2018-06-21,NSE,385118.98,20095.92,17791.64,387423.27,1433,,
2018-06-22,NSE,387423.27,15831.95,22494.11,380761.1,1413,,
2018-06-25,NSE,380761.1,23043.55,16545.92,387258.73,1414,,
2018-06-26,NSE,387258.73,19443.57,21416.28,385286.03,1413,,
2018-06-27,NSE,385286.03,23414.69,20427.23,388273.49,1412,,
2018-06-28,NSE,388273.49,22858.09,21955.01,389176.57,1408,,
2018-06-29,NSE,389176.57,16783.06,26207.09,379752.54,1409,,
2018-07-02,NSE,379752.54,25784.08,18714.18,386822.44,1411,,
2018-07-03,NSE,386822.44,24695.98,20660.78,390857.64,1419,,
2018-07-04,NSE,390857.64,18980.85,22939.07,386899.42,1422,,
2018-07-05,NSE,386899.42,22466.06,22360.8,387004.69,1426,,
2018-07-06,NSE,387004.69,102579.83,24025.21,465559.31,1424,,
2018-07-09,NSE,465559.31,19094.5,106534.8,378119.01,1424,,
2018-07-10,NSE,378119.01,25777.16,26199.33,377696.84,1426,,
2018-07-11,NSE,377696.84,28105.62,21784.19,384018.27,1423,,
2018-07-12,NSE,384018.27,31143.61,27495.58,387666.3,1424,,
2018-07-13,NSE,387663.84,24610.42,21934.36,390339.9,1422,,
2018-07-16,NSE,390339.9,24977.19,19950.86,395366.24,1420,,
2018-07-17,NSE,395366.24,20744.5,24788.96,391321.79,1421,,
2018-07-18,NSE,391317.77,23596.1,24635.16,390278.71,1420,,
2018-07-19,NSE,390278.71,18490.52,20180.1,388589.13,1418,,
2018-07-20,NSE,388589.13,20335.66,24612.78,384312.01,1418,,
2018-07-23,NSE,384312.01,20435.61,26163.57,378584.05,1421,,
2018-07-24,NSE,378584.05,26645.25,29066.32,376162.98,1421,,
2018-07-25,NSE,376162.98,30600.09,22835.72,383927.35,1418,,
2018-07-26,NSE,383927.35,31124.27,28836.49,386215.14,1419,,
2018-07-27,NSE,386215.14,30173.1,33489.05,382899.2,1420,,
2018-07-30,NSE,382899.2,34138.23,31160.9,385876.54,1424,,
2018-07-31,NSE,385876.54,32526.71,30826.67,387576.57,1427,,
2018-08-01,NSE,387576.57,34324.17,29562.12,392338.62,1432,,
2018-08-02,NSE,392338.62,29220.92,25015.15,396544.4,1438,,
2018-08-03,NSE,396544.4,31779.86,40047.96,388276.29,1437,,
2018-08-06,NSE,388276.29,31269.08,30063.49,389481.87,1439,,
2018-08-07,NSE,389481.87,35653.61,31546.54,393588.94,1445,,
2018-08-08,NSE,393588.94,29817.46,30011.01,393395.4,1445,,
2018-08-09,NSE,393395.4,33898.49,31778.68,395515.2,1442,,
2018-08-10,NSE,395515.2,34074.11,25527.46,404061.85,1433,,
2018-08-13,NSE,404061.85,27041.9,24126.97,406976.77,1432,,
2018-08-14,NSE,406976.77,26873.41,30413.44,403436.74,1429,,
2018-08-16,NSE,403424.87,26538.85,24289.74,405673.97,1430,,
2018-08-17,NSE,405673.97,25584.16,25708.72,405549.42,1430,,
2018-08-20,NSE,405549.42,32515.91,34119.86,403945.47,1431,,
2018-08-21,NSE,403945.47,34442.89,37122.31,401266.05,1430,,
2018-08-23,NSE,401266.05,36952.65,31122.94,407095.76,1435,,
2018-08-24,NSE,407095.76,33127.76,25730.1,414493.42,1435,,
2018-08-27,NSE,414493.42,30829.79,36985.4,408337.8,1442,,
2018-08-28,NSE,408337.8,37868.54,33061.78,413144.57,1441,,
2018-08-29,NSE,413144.57,38241.42,33230.13,418155.86,1439,,
2018-08-30,NSE,418155.86,38339.3,33799.09,422696.07,1436,,
2018-08-31,NSE,422696.07,43290.0,39444.95,426541.12,1436,,
2018-09-03,NSE,426541.12,47920.52,32460.03,442001.61,1444,,
2018-09-04,NSE,442001.61,39729.1,29547.64,452183.07,1438,,
2018-09-05,NSE,452183.07,28673.36,28348.91,452507.51,1445,,
2018-09-06,NSE,452507.51,30771.19,31782.02,451496.68,1447,,
2018-09-07,NSE,451496.68,31210.74,37422.57,445284.85,1448,,
2018-09-10,NSE,445284.85,34970.53,23233.39,457022.0,1444,,
2018-09-11,NSE,457022.0,31592.76,27897.83,460716.92,1439,,
2018-09-12,NSE,460716.92,26433.57,29620.69,457529.79,1434,,
2018-09-14,NSE,457529.79,26257.31,33819.29,449967.82,1434,,
2018-09-17,NSE,449967.82,34247.19,27524.54,456690.48,1430,,
2018-09-18,NSE,456690.48,33261.1,25222.56,464729.02,1430,,
2018-09-19,NSE,464729.02,28340.21,27457.08,465612.15,1430,,
2018-09-21,NSE,465612.15,45443.96,72307.68,438748.44,1427,,
2018-09-24,NSE,438748.44,31200.28,37118.63,432830.09,1425,,
2018-09-25,NSE,432830.09,24633.36,41893.93,415569.52,1426,,
2018-09-26,NSE,415569.52,23002.59,29264.28,409307.83,1429,,
2018-09-27,NSE,409307.83,23741.96,25582.57,407467.22,1432,,
2018-09-28,NSE,407467.22,23179.43,35141.32,395505.32,1431,,
2018-10-01,NSE,395505.32,17015.82,35314.88,377206.26,1433,,
2018-10-03,NSE,377206.26,22877.2,25742.38,374341.08,1427,,
2018-10-04,NSE,374341.08,22872.19,23450.07,373763.19,1426,,
2018-10-05,NSE,373763.19,23716.49,22589.24,374890.44,1427,,
2018-10-08,NSE,374890.44,16734.36,31506.82,360117.97,1427,,
2018-10-09,NSE,360117.97,17942.9,25454.38,352606.49,1427,,
2018-10-10,NSE,352606.49,19340.56,30797.27,341149.77,1429,,
2018-10-11,NSE,341149.77,27031.75,23452.29,344729.23,1428,,
2018-10-12,NSE,344729.23,23020.85,27386.42,340363.66,1424,,
2018-10-15,NSE,340363.66,20116.95,22562.66,337917.95,1425,,
2018-10-16,NSE,337917.95,21906.48,23890.66,335933.77,1426,,
2018-10-17,NSE,335933.77,29775.68,21523.12,344186.33,1421,,
2018-10-19,NSE,344186.33,21196.88,18486.67,346896.54,1418,,
2018-10-22,NSE,346896.54,17718.98,20907.21,343708.3,1415,,
2018-10-23,NSE,343708.3,18332.39,18679.73,343360.97,1414,,
2018-10-24,NSE,343360.97,20236.22,21700.15,341897.04,1417,,
2018-10-25,NSE,341897.04,17586.15,18837.85,340645.34,1423,,
2018-10-26,NSE,340645.34,18137.19,20405.17,338377.35,1422,,
2018-10-29,NSE,338377.35,17510.49,28608.58,327279.26,1419,,
2018-10-30,NSE,327279.26,24560.31,23217.2,328622.36,1420,,
2018-10-31,NSE,328622.36,22350.44,27228.14,323744.66,1421,,
2018-11-01,BSE,57779.65,,3382.25,56998.42999999999,1161,56905.06,2701.04
2018-11-01,NSE,323744.66,32620.64,26607.77,329757.53,1423,,
2018-11-02,NSE,329757.53,37191.03,36013.05,330935.51,1421,,
2018-11-05,NSE,330935.51,29056.38,22175.48,337816.41,1423,,
2018-11-06,BSE,56800.619999999995,,3257.7700000000004,57881.91,1110,57754.119999999995,4321.76
2018-11-06,NSE,337816.41,20320.84,19922.13,338215.11,1421,,
2018-11-07,BSE,50674.76,,3621.5099999999993,50529.94,1079,50401.39,3476.88
2018-11-07,NSE,338215.11,11065.25,9003.44,340276.93,1422,,
2018-11-09,BSE,57674.37,,979.24,57550.31999999999,1110,57421.619999999995,857.58
2018-11-09,NSE,340276.32,22114.48,24897.22,337493.58,1426,,
2018-11-12,NSE,337493.58,28365.78,21574.67,344284.69,1429,,
2018-11-13,NSE,344284.69,19738.87,26290.76,337732.8,1428,,
2018-11-14,NSE,337732.8,33051.01,25522.14,345261.67,1428,,
2018-11-15,NSE,345261.67,23686.04,27383.18,341564.54,1429,,
2018-11-16,BSE,59168.009999999995,,3630.19,58744.51999999999,1117,58670.78,3207.02
2018-11-16,NSE,341564.54,28334.84,28307.04,341592.33,1428,,
2018-11-19,NSE,341592.33,22280.69,26286.65,337586.37,1426,,
2018-11-20,NSE,337586.37,25627.11,17790.17,345423.32,1425,,
2018-11-21,BSE,58201.5,,2162.86,59548.19,1117,59474.34,3512.1099999999997
2018-11-21,NSE,345423.32,23607.01,19959.08,349071.24,1423,,
2018-11-22,NSE,349071.24,25740.95,18549.88,356262.32,1424,,
2018-11-26,NSE,356262.32,19809.57,26543.8,349528.08,1425,,
2018-11-27,NSE,349528.08,20632.74,26417.6,343743.22,1424,,
2018-11-28,NSE,343743.22,28742.27,25387.58,347097.91,1423,,
2018-11-29,BSE,60775.880000000005,,4577.799999999999,60187.21000000001,1115,60045.600000000006,3972.04
2018-11-29,NSE,347097.91,23863.24,31257.62,339703.53,1420,,
2018-11-30,BSE,60193.41,,4157.38,58939.32000000001,1116,58792.73,2904.24
2018-11-30,NSE,339703.53,27767.79,30065.49,337405.83,1419,,
2018-12-03,BSE,58952.509999999995,,3720.45,58647.149999999994,1116,58484.51,3424.18
2018-12-03,NSE,337405.83,28316.97,27678.83,338043.97,1421,,
2018-12-04,BSE,58340.950000000004,,3690.3599999999997,58175.08,1079,58011.22,3527.1000000000004
2018-12-04,NSE,338043.97,28044.39,21494.62,344593.74,1420,,
2018-12-05,BSE,58178.19,,2698.95,58986.92,1081,58837.88,3529.34
2018-12-05,NSE,344593.74,27682.31,18772.9,353503.16,1419,,
2018-12-06,BSE,58959.05,,2448.45,60202.28,1080,60061.45,3693.1099999999997
2018-12-06,NSE,353503.16,22241.9,17508.02,358237.04,1416,,
2018-12-07,NSE,358237.04,17674.86,20549.15,355362.75,1416,,
2018-12-10,BSE,61054.149999999994,,2900.45,60406.14,1078,60251.600000000006,2242.3
2018-12-10,NSE,355362.75,14992.75,18048.77,352306.73,1415,,
2018-12-11,BSE,60402.55,,2553.42,59918.41,1080,59742.96000000001,2050.85
2018-12-11,NSE,352306.73,15911.24,21966.31,346251.66,1414,,
2018-12-12,BSE,59927.67,,3010.35,59602.28,1080,59432.91,2691.4
2018-12-12,NSE,346251.66,24276.82,28495.81,342032.66,1412,,
2018-12-13,NSE,342032.66,33582.68,29175.93,346439.41,1412,,
2018-12-14,NSE,346439.41,25503.16,22365.56,349577.01,1414,,
2018-12-17,BSE,52450.06999999999,,2819.46,53338.0,1053,53165.15,3718.2
2018-12-17,NSE,349577.01,24316.87,24741.19,349152.69,1415,,
2018-12-18,NSE,349152.69,28261.62,28605.02,348809.28,1415,,
2018-12-19,NSE,348809.28,38380.61,41436.63,345753.27,1415,,
2018-12-20,NSE,345753.27,32017.49,26648.76,351122.0,1412,,
2018-12-21,NSE,351122.0,39987.04,22411.52,368697.52,1412,,
2018-12-24,BSE,58686.4,,2940.8900000000003,60515.97,1080,60341.1,4772.18
2018-12-24,NSE,368697.52,23302.93,18117.86,373882.58,1413,,
2018-12-26,NSE,373882.58,19302.21,23702.91,369481.89,1415,,
2018-12-27,NSE,369481.89,29263.09,26156.92,372588.06,1414,,
2018-12-28,NSE,372588.06,21702.26,31912.2,362378.11,1416,,
